sma_length,frequency,anchor,label,is_anchor_variant,cagr,sharpe,annualized_vol,max_drawdown,annual_turnover,avg_trade_cost_bps,total_cost_bps_annualized,n_rebalances,n_short_period_fallbacks
250,monthly,11.0,monthly_11,True,0.09411025958661723,0.42324380947665846,0.16828811627583126,0.43679860538595694,2.692238904378758,14.896408827361853,40.337954640091944,348,0
250,monthly,12.0,monthly_12,True,0.08818853874121557,0.3848775256288403,0.16967782795353342,0.49131930577754646,2.643291784900386,14.897554110431436,39.63146525521824,348,0
250,monthly,13.0,monthly_13,True,0.08708640883397911,0.379534357208493,0.16916268962265865,0.5068895463743205,2.7058308977932213,14.913372261865254,40.57446439540803,348,0
250,monthly,14.0,monthly_14,True,0.08665407718289964,0.3763802767444519,0.16943162264003012,0.5205816363633073,2.737760335883321,14.891586322567711,41.03473159833349,348,0
250,monthly,15.0,monthly_15,True,0.09021716209042241,0.4012701605745195,0.16780167712852986,0.48336060524176516,2.7738540462995553,14.89109598963105,41.526403402950045,348,0
250,monthly,16.0,monthly_16,True,0.08678916879476062,0.38050479460909753,0.16795008508638942,0.4853688424483532,2.7933936242236217,14.887489239220894,41.80967636781143,348,1
250,monthly,17.0,monthly_17,True,0.09435227763428378,0.4257735911661994,0.16785663308554652,0.4797087572273556,2.7740027338928,14.89630462400871,41.553263330823626,348,1
250,monthly,18.0,monthly_18,True,0.09291274379744041,0.41773613525955,0.16764024397732752,0.4831608015684563,2.8155453435079387,14.873770191212234,42.14681895580225,348,1
250,monthly,19.0,monthly_19,True,0.08973276119789797,0.39806383535478285,0.16793639385485362,0.5063851282964369,2.7966616929131827,14.894883841141374,41.91587843974786,348,1
250,monthly,20.0,monthly_20,True,0.09036961708525282,0.4008241929046987,0.16836873151744866,0.5171463386339292,2.778419711827507,14.90209218012292,41.66807936348443,348,41
250,monthly,21.0,monthly_21,True,0.08949849922092956,0.3955174212379617,0.1684253069006213,0.5218401413902104,2.715832737265721,14.907416214361044,40.7292833231623,347,115
250,semi_monthly,,semi_monthly,False,0.08584126910608703,0.3756713864719164,0.16758772482771972,0.5254098796618443,3.961984639212987,14.883804472909928,59.3888347013338,695,0
