threshold_bps,n_comparable_days,n_legacy_only_days,n_v2_only_days,n_identity_mismatch_days,n_altered_days,pct_altered,mean_abs_diff_bps_altered,median_abs_diff_bps_altered,max_abs_diff_bps,n_tickers_compared,strategy_days_compared,strategy_days_over_threshold,strategy_mean_abs_gap_bps,strategy_max_abs_gap_bps,strategy_daily_returns_path,legacy_strategy_return_column,v2_strategy_return_column,daily_returns_manifest_path
1.0,5424523,10194,712,0,666,0.012277577217388515,520.5864169917118,92.95063869499967,20000.003999999997,1133,7299,895,0.46801738041441215,191.9143816985047,reports/tape_headline_daily_returns.csv.gz,legacy_strategy_return,v2_strategy_return,reports/tape_headline_daily_returns.manifest.json
